form,kind,meaning,name,original,sex,source
form,Anglicized,"defender of mankind",ALLYSDAIR,"Gaelic Alasdair",male,Irish
form,Anglicized,"defender of mankind",ALLYSDARE,"Gaelic Alasdair",male,Irish
form,Anglicized,"defender of mankind",ALLYSTAIR,"Gaelic Alastair",male,Scottish
form,Anglicized,"defender of mankind",ALLYSTER,Alaster,male,Gaelic
spelling,Variant,"oak tree",ALON,Allon,male,English
"variant spelling",English,"noble and ready",ALONZO,Alonso,male,Spanish
"variant spelling",English,"noble and ready",ALPHONZO,Alphonso,male,Spanish
form,"Scottish Anglicized",white,ALPIN,Ailpein,male,Gaelic
spelling,Variant,"elf counsel",ALURED,"English Alvred",male,Middle
"variant spelling",English,"elf friend",ALVEN,"French Alvin",male,Norman
"pet form",English,"elf friend",ALVIE,"French Alvin",male,Norman
"pet form",English,"elf friend",ALVY,"French Alvin",male,Norman
"variant spelling",English,"elf friend",ALVYN,"French Alwin",male,Norman
spelling,Variant,"elf friend",ALWIN,"English Elwin",male,Middle
spelling,Variant,"elf friend",ALWYN,"English Alwin",male,Middle
form,Anglicized,"defender of mankind",ALYSDAIR,"Gaelic Alasdair",male,Irish
form,Anglicized,"defender of mankind",ALYSDARE,"Gaelic Alasdair",male,Irish
form,Anglicized,"defender of mankind",ALYSTAIR,Alaster,male,Gaelic
form,Anglicized,"defender of mankind",ALYSTER,Alaster,male,Gaelic
spelling,Variant,"whom God spoke of",AMARIA,Amariah,male,English
form,Anglicized,"whom God spoke of",AMARIAH,Amaryah,male,Hebrew
form,Anglicized,burdensome,AMASAI,Amasay,male,Hebrew
form,Pet,immortal,AMBIE,Ambrose,male,English
form,English,immortal,AMBROSE,Ambrosius,male,Latin
form,Pet,immortal,AMBY,Ambrose,male,English
spelling,Variant,home-ruler,AMERY,Amory,male,English
form,Anglicized,bond-servant,AMI,Amiy,male,Hebrew
spelling,Variant,"my truth",AMITAI,Amittai,male,English
form,Anglicized,"my truth",AMITTAI,Amittay,male,Hebrew
form,Anglicized,heavy,AMLODI,Amloði,male,Icelandic
form,Anglicized,"one of the family of God",AMMIEL,Ammiy'el,male,Hebrew
form,Anglicized,"one of the people of Judah",AMMIHUD,Ammiyhuwd,male,Hebrew
form,Anglicized,"servant of the prince",AMMINADAB,Aminadab,male,Greek
form,Anglicized,"kindred, tribal",AMMON,Ammown,male,Hebrew
form,Anglicized,"skilled workman",AMON,Amown,male,Hebrew
form,Anglicized,strong,AMOS,"Amōs",male,Greek
form,Anglicized,strong,AMOZ,Amowts,male,Hebrew
form,Anglicized,"the people is exalted",AMRAN,Chamran,male,Hebrew
form,Anglicized,"my cloud",ANANI,Ananiy,male,Hebrew
form,Anglicized,"Jehovah clouds",ANANIAH,Ananya,male,Hebrew
form,Anglicized,"whom Jehovah has graciously given",ANANIAS,Hananias,male,Greek
form,Anglicized,"man; warrior",ANDREW,Andreas,male,Greek
"pet form",Unisex,"man; warrior",ANDY,"Andrew and Andrea",male,English
spelling,Variant,"stone-enclosed valley",ANSCOMB,Anscom,male,English
form,English,invaluable,ANTHONY,Antonius,male,Latin
spelling,Variant,invaluable,ANTONY,Anthony,male,English
"variant spelling",English,invaluable,ANTUAN,Antoine,male,French
form,Anglicized,destroyer,APOLLYON,"Apollyōn",male,Greek
form,Anglicized,"bishop's servant",ARCHIBALD,"Gaelic Gilleasbaig",male,Scottish
form,Pet,"genuine courage",ARCHIE,Archibald,male,English
form,Anglicized,"high valor",ARDAL,"Gaelic Árdghal",male,Irish
form,Anglicized,fugitive,ARDON,Ardown,male,Hebrew
form,Anglicized,"lion of God",ARELI,Ar'eliy,male,Hebrew
spelling,Variant,ever-ruler,ARIC,Eric,male,English
form,Anglicized,"the lion is enough",ARIDAI,Ariyday,male,Hebrew
form,Anglicized,lion,ARIEH,Aryeh,male,Hebrew
form,Anglicized,"lion of god",ARIEL,"unisex Ari'el",male,Hebrew
spelling,Variant,ever-ruler,ARIK,Eric,male,English
spelling,Variant,light-bringer,ARIN,Aaron,male,English
spelling,Variant,"rocky meadow",ARLEY,Harley,male,English
spelling,Variant,"rocky meadow",ARLIE,Arley,male,English
form,Short,"eagle power",ARN,Arnold,male,English
form,Pet,"eagle power",ARNIE,Arnold,male,English
form,Pet,"eagle power",ARNY,Arnold,male,English
spelling,Variant,light-bringer,ARRAN,Aaron,male,English
spelling,Variant,light-bringer,ARRON,Aaron,male,English
spelling,Variant,light-bringer,ARRYN,Aaron,male,English
"short form",English,bear-man,ART,Arthur,male,Celtic
"pet form",English,bear-man,ARTIE,Arthur,male,Celtic
spelling,Variant,"collector, gatherer",ASAF,Asaph,male,English
form,Anglicized,"collector, gatherer",ASAPH,Acaph,male,Hebrew
form,Anglicized,"whom God has bound (by a vow)",ASAREEL,Asar'el,male,Hebrew
form,Short,"ash-tree grove",ASH,"unisex Ashley",male,English
form,Anglicized,"vow of God",ASHRIEL,Asriy'el,male,Hebrew
form,Anglicized,blackness,ASHUR,Ashchuwr,male,Hebrew
form,Anglicized,"a step",ASSHUR,Ashshuwr,male,Hebrew
form,Anglicized,"a step",ASSUR,Ashshuwr,male,Hebrew
spelling,Variant,"noble stone",ATHELSTAN,"English Ethelstan",male,Middle
"unisex form",English,"elf ruler",AUBREY,"French Alberi",male,Norman
"variant spelling",English,"like Albus",AUBYN,Aubin,male,French
form,Short,venerable,AUGUST,Augustus,male,Latin
form,English,venerable,AUGUSTINE,Augustinus,male,Latin
form,Anglicized,"heir of the ancestors",AULAY,"Gaelic Amhlaibh",male,Scottish
spelling,Variant,venerable,AUSTEN,Austin,male,English
form,Unisex,venerable,AUSTYN,Austin,male,English
spelling,Variant,home-ruler,AYMERY,Aimery,male,English
form,Anglicized,noble,AZAL,Atsel,male,Hebrew
form,Anglicized,"God hears",AZANIAH,Azanyah,male,Hebrew
form,Anglicized,"God has helped",AZARAEL,Azar'el,male,Hebrew
form,Anglicized,"God has helped",AZAREEL,Azar'el,male,Hebrew
form,Anglicized,"help of God",AZARIAH,Azarya,male,Aramaic/Hebrew
form,Anglicized,"entire removal",AZAZEL,Aza'zel,male,Hebrew
form,Anglicized,"Yahweh is mighty",AZAZIAH,Azazyahuw,male,Hebrew
form,Anglicized,noble,AZEL,Atsel,male,Hebrew
spelling,Variant,"help of God",AZURIAH,Azariah,male,English
form,Anglicized,"lord of the fly",BAAL-ZEBUB,Ba'al-Zebuwb,male,Hebrew
form,Anglicized,"lord of the fly",BAALZEBUB,Ba'al-Zebuwb,male,Hebrew
spelling,Variant,bailiff,BAILIE,"unisex Bailey",male,English
spelling,Variant,bailiff,BAILY,"unisex Bailey",male,English
form,English,"brave friend",BALDWIN,Baldoin,male,French
form,Anglicized,"Ba'al protect the king",BALTHASAR,Baltasar,male,Greek
spelling,Variant,"Ba'al protect the king",BALTHAZAR,Balthasar,male,English
spelling,Variant,child,BAMBIE,"unisex Bambi",male,English
form,Anglicized,built,BANI,Baniy,male,Hebrew
form,English,baptist,BAPTIST,Baptiste,male,French
form,Anglicized,"son of Jesus",BAR-JESUS,Bariesou,male,Greek
form,"Old English","son of exhortation",BARNABY,Barnabas,male,Greek
spelling,Variant,haggler,BARRETT,Barret,male,English
spelling,Variant,fair-headed,BARRIE,Barry,male,English
form,Anglicized,fair-headed,BARRY,"Gaelic Barra",male,Irish
form,Short,"son of Talmai",BART,Bartholomew,male,English
form,English,"son of Talmai",BARTHOLOMEW,Bartholomieu,male,French
form,Diminutive,"son of Talmai",BARTLET,Bartholomew,male,English
form,Anglicized,blessed,BARUCH,Baruwk,male,Hebrew
form,Anglicized,"man of iron",BARZILAI,Barzillay,male,Hebrew
form,Anglicized,"man of iron",BARZILLAI,Barzillay,male,Hebrew
form,Short,king,BAS,Basil,male,English
form,English,king,BASIL,Basile,male,French
form,Short,"from Sebaste",BASTIAN,Sebastian,male,English
form,Pet,king,BAZ,Basil,male,English
spelling,Variant,"shining one",BEAVIS,Bevis,male,English
form,Anglicized,grave-knower,BEDIVERE,Bedwyr,male,Welsh
form,Anglicized,"lord of dung",BEELZEBUB,Beelzeboul,male,Greek
form,Anglicized,"Ba'al protect the king",BELSHAZZAR,Belsha'tstsar,male,Hebrew
form,Anglicized,"Ba'al's prince",BELTESHAZZAR,Beltesha'tstsar,male,Babylonian
form,Anglicized,"son of my sorrow",BEN-ONI,Ben-Owniy,male,Hebrew
form,Anglicized,"God has built",BENAIAH,"Benayah and Benayahu",male,Hebrew
form,English,blessed,BENEDICT,Bénédict,male,French
spelling,Variant,blessed,BENET,Bennett,male,English
spelling,Variant,blessed,BENETT,Bennett,male,English
form,Anglicized,"son of the right hand",BENJAMIN,"Beniamín from Hebrew Binyamin",male,Greek
form,Pet,"son of the right hand",BENJI,Benjamin,male,English
form,Pet,"son of the right hand",BENJIE,Benjamin,male,English
form,Pet,"son of the right hand",BENJY,Benjamin,male,English
spelling,Variant,blessed,BENNET,Bennett,male,English
form,Anglicized,"son of my sorrow",BENONI,Ben-Owniy,male,Hebrew
form,English,"bold as a bear",BERNARD,Beornheard,male,Anglo-Saxon
form,Pet,"bold as a bear",BERNIE,Bernard,male,English
spelling,Variant,fair-headed,BERRY,Barry,male,English
form,Pet,bright,BERTIE,Bert,male,English
form,Anglicized,"God destroys",BETHUEL,Bethuw'el,male,Hebrew
spelling,Variant,"God destroys",BETUEL,Bethuel,male,English
form,Anglicized,"in the shadow",BEZALEEL,Betsalel,male,Hebrew
form,Anglicized,"gardener, husbandman",BIGVAI,Bigvay,male,Hebrew
form,Pet,will-helmet,BILL,William,male,English
form,Pet,will-helmet,BILLY,William,male,English
spelling,Variant,"little yellow one",BLAINE,Blain,male,English
"variant spelling",English,"talks with a lisp",BLAIZE,Blaise,male,French
spelling,Variant,"talks with a lisp",BLAZE,Blaize,male,English
form,Anglicized,swiftness,BOAZ,Bo'az,male,Hebrew
form,Short,"bright fame",BOB,Robert,male,English
"pet form",Unisex,"bright fame",BOBBI,"Robert and Roberta",male,English
form,Pet,"bright fame",BOBBY,Robert,male,English
form,Short,"good destiny/fate",BONIFACE,Bonifatius,male,Latin
form,Short,broad,BRAD,"names beginning with Brad-, from Old English brád",male,English
spelling,Variant,salmon,BRAEDEN,Braden,male,English
spelling,Variant,salmon,BRAIDEN,Braden,male,English
spelling,Variant,large-chested,BRAIDY,"unisex Brady",male,English
form,Short,"broom-covered hill",BRAN,Brandon,male,English
spelling,Variant,"broom-covered hill",BRANDEN,Brandon,male,English
spelling,Variant,"broom-covered hill",BRANNON,Brandon,male,English
spelling,Variant,"blade, sword",BRANT,Brandt,male,English
spelling,Variant,salmon,BRAYDEN,Braden,male,English
form,Anglicized,prince,BRENDAN,"Gaelic Breándan",male,Irish
spelling,Variant,prince,BRENDEN,Brendan,male,English
spelling,Variant,prince,BRENDON,Brendan,male,English
spelling,Variant,"a Breton",BRET,Brett,male,English
spelling,Variant,"brook, stream",BROOKE,"unisex Brook",male,English
form,Short,immortal,BROSE,Ambrose,male,English
spelling,Variant,"high hill",BRYON,Bryan,male,English
form,Short,companion,BUD,Buddy,male,English
form,Short,"fortified settlement",BURT,Burton,male,English
form,Anglicized,contempt,BUZ,Buwz,male,Hebrew
form,Anglicized,"battle glory",CADOGAN,Cadwgawn,male,Welsh
form,Anglicized,possession,CAINAN,Qeynan,male,Hebrew
form,Short,dog,CALE,Caleb,male,English
form,Anglicized,dog,CALEB,Kaleb,male,Hebrew
"short form",English,"crooked mouth",CAMP,Campbell,male,Scottish
form,Anglicized,"compassionate, merciful",CANAN,Chanan,male,Hebrew
form,Anglicized,charioteer,CARBREY,Cairbre,male,Gaelic
spelling,Variant,charioteer,CARBRY,Carbrey,male,English
spelling,Variant,"dark one",CAREY,"unisex Cary",male,English
spelling,Variant,"dark one",CARI,"unisex Cary",male,English
spelling,Variant,"settlement of the free peasants",CARLTON,Charlton,male,English
spelling,Variant,"fortress of Luguvalos",CARLYLE,Carlisle,male,English
form,Anglicized,"a vinedresser",CARMI,Karmiy,male,Hebrew
form,Anglicized,"little black one",CARRAN,"Gaelic Ciarán",male,Irish
spelling,Variant,hacker,CARROL,Carroll,male,English
form,Anglicized,hacker,CARROLL,"Gaelic Cearbhall",male,Irish
form,English,"commands peace",CASIMIR,Casimiria,male,Latin
form,English,"treasure bearer",CASPER,Gaspar,male,Spanish
form,Anglicized,sixth,CECIL,Seissylt,male,Welsh
form,"English and French",man,CHARLES,Karl,male,German
spelling,Variant,man,CHARLEY,"unisex Charlie",male,English
"pet form",Unisex,man,CHARLIE,"Charles and Charlene",male,English
form,Pet,man,CHAS,Charles,male,English
spelling,Variant,"good fortune",CHAUNCY,Chauncey,male,English
form,Pet,man,CHAZ,Charles,male,English
form,Anglicized,"Jehovah establishes",CHENANIAH,Kenanyah,male,Hebrew
form,Anglicized,increase,CHESED,Kesed,male,Hebrew
form,Pet,"soldier's camp",CHET,Chester,male,English
spelling,Variant,"little � ahíya",CHEYANNE,"unisex Cheyenne",male,English
form,English,Christ-bearer,CHRISTOPHER,Christophorus,male,Latin
form,Pet,man,CHUCK,Charles,male,English
form,Pet,man,CHUCKIE,Charles,male,English
spelling,Variant,"red warrior",CLANCEY,Clancy,male,English
form,Short,illustrious,CLARE,Clarence,male,English
spelling,Variant,"clerk, secretary",CLARKE,Clark,male,English
form,English,lame,CLAUD,Claude,male,French
form,Short,"clay settlement",CLAY,Clayton,male,English
"short form",English,"gentle and merciful",CLEM,Clement,male,Latin
form,Short,"gentle and merciful",CLEMENT,Clementius,male,Latin
form,Pet,"gentle and merciful",CLEMMIE,Clem,male,English
form,Short,"sloped land",CLEVE,Cleveland,male,English
form,Short,"settlement near the headland",CLINT,Clinton,male,English
spelling,Variant,helper,CODIE,"unisex Cody",male,English
form,Anglicized,"whelp; young pup",COLIN,"Gaelic Cailean",male,Scottish
spelling,Variant,"whelp; young pup",COLLIN,Colin,male,English
form,Short,"devotee of St Columb",COLM,Malcolm,male,English
form,English,dove,COLMAN,Colmán,male,Irish
spelling,Variant,"Cola's settlement",COLTEN,Colton,male,English
form,Anglicized,"little hound",CONAN,"Gaelic Cónán",male,Irish
form,Anglicized,"purifying fire",CONLEY,"Gaelic Conláed",male,Irish
form,Anglicized,"hound of valor",CONNELL,"Gaelic Conall",male,Irish
spelling,Variant,hound-lover,CONNER,Connor,male,English
form,Anglicized,hound-lover,CONNOR,Conchobhar,male,Irish
spelling,Variant,hound-lover,CONOR,Connor,male,English
spelling,Variant,"bold counsel",CONRAD,Konrad,male,German
spelling,Variant,"deep hollow, ravine",CORI,Corey,male,English
spelling,Variant,"deep hollow, ravine",CORIE,Corey,male,English
spelling,Variant,"short nose",CORTNEY,"unisex Courtney",male,English
spelling,Variant,"deep hollow, ravine",CORY,Corey,male,English
spelling,Variant,helper,COTY,Cody,male,English
form,Anglicized,"joint pledge",COWAL,"Gaelic Comhghall",male,Irish
spelling,Variant,curly(-headed),CRISPIAN,Crispin,male,English
form,Short,courteous,CURT,Curtis,male,English
form,Anglicized,black,CUSH,Kuwsh,male,Hebrew
"short form",English,"like the sun",CY,Cyrus,male,Latin
form,Anglicized,"hound of Belenus",CYMBELINE,Cunobelinus,male,Celtic
form,Latin,"like the sun",CYRUS,Kyros,male,Greek
spelling,Variant,"assembly, gathering",DALY,Daley,male,English
spelling,Variant,"to tame, to subdue",DAMION,Damian,male,English
form,Short,judge,DAN,Daniy,male,Hebrew
form,Anglicized,"God is my judge",DANIEL,"Daniēl (Hebrew Daniyel)",male,Greek
spelling,Variant,"God is my judge",DANNI,Danny,male,English
spelling,Variant,"God is my judge",DANNIE,Danny,male,English
form,Pet,"God is my judge",DANNY,Daniel,male,English
spelling,Variant,"from Arcy",DARCIE,"unisex Darcy",male,English
spelling,Variant,"from Airelle",DARELL,Darrell,male,English
spelling,Variant,"possesses a lot, wealthy",DARIEN,"unisex Darian",male,English
spelling,Variant,"from Araines",DARIN,Daren,male,English
spelling,Variant,"from Airelle",DARREL,Darrell,male,English
spelling,Variant,"from Araines",DARREN,Daren,male,English
spelling,Variant,"from Araines",DARRIN,Daren,male,English
form,Unisex,"from Airelle",DARRYL,Darrell,male,English
form,Unisex,"from Airelle",DARYL,Darrell,male,English
spelling,Variant,"from Airelle",DARYL,"unisex Darryl",male,English
"short form",English,beloved,DAVE,David,male,Hebrew
spelling,Variant,"little black one",DAVEN,Davin,male,English
"pet form",English,beloved,DAVEY,David,male,Hebrew
"pet form",English,beloved,DAVIE,David,male,Hebrew
"pet form",English,beloved,DAVY,David,male,Hebrew
"pet form",English,beloved,DAW,David,male,Hebrew
form,"American English",badger,DAX,Dachs,male,German
"elaborated form",English,"man, warrior",DEANDRE,André,male,French
form,Anglicized,"fully good",DECLAN,"Gaelic Deaglán",male,Irish
spelling,Variant,"from the forest",DEFORREST,Deforest,male,English
spelling,Variant,"God has drawn",DELAIA,Delaiah,male,English
form,Anglicized,"God has drawn",DELAIAH,Delayah,male,Hebrew
spelling,Variant,"dean, ecclesiastical supervisor",DENE,Dean,male,English
form,Anglicized,"brown warrior",DENIS,"Gaelic Donnchadh",male,Irish
form,English,"follower of Dionysos",DENNIS,Dionysius,male,Latin
form,Pet,"follower of Dionysos",DENNY,Dennis,male,English
spelling,Variant,"follower of Dionysos",DENYS,Dennis,male,English
"variant spelling",English,"god, Zeus",DEON,Dion,male,French
"variant spelling",English,"god, Zeus",DEONNE,Dion,male,French
spelling,Variant,"deer farm",DERBY,"unisex Darby",male,English
spelling,Variant,"first of the people; king of nations",DERICK,Derek,male,English
form,Anglicized,"without envy",DERMOT,"Gaelic Diarmaid",male,Irish
spelling,Variant,"from Araines",DERREN,Daren,male,English
spelling,Variant,"first of the people; king of nations",DERRICK,Derek,male,English
form,Anglicized,"fertile, fruitful",DERRY,"Gaelic Dáire",male,Irish
spelling,Variant,"from Airelle",DERRYL,"unisex Darryl",male,English
spelling,Variant,"first of the people; king of nations",DERYCK,Derek,male,English
spelling,Variant,"God is gracious",DESHAUN,Deshawn,male,English
form,Elaborated,"God is gracious",DESHAWN,Shawn,male,English
form,Anglicized,"man from south Munster",DESMOND,"Gaelic Deas-Mhumhan",male,Irish
