"id","name","derivation","form","kind","meaning","original","sex","source"
"2128","Latanya","English elaborated form of Latin Tania, probably: father","elaborated form","English","father","Tania, probably","female","Latin"
"2129","Latasha","English elaborated form of Russian Tasha: birthday","elaborated form","English","birthday","Tasha","female","Russian"
"2130","Latisha","Variant spelling of English Letitia: happiness","spelling","Variant","happiness","Letitia","female","English"
"2131","Latonya","Elaborated form of English Tonya: invaluable","form","Elaborated","invaluable","Tonya","female","English"
"2132","Latoya","Elaborated form of English Toya, probably: toy","form","Elaborated","toy","Toya, probably","female","English"
"2133","Laura","Feminine form of Latin Laurus: laurel","form","Feminine","laurel","Laurus","female","Latin"
"2134","Lauraine","English variant spelling of French Lorraine: land of the people of Lothar","variant spelling","English","land of the people of Lothar","Lorraine","female","French"
"2135","Laureen","English pet form of Latin Laura: laurel","pet form","English","laurel","Laura","female","Latin"
"2136","Laurelle","Elaborated form of English Laurel: laurel","form","Elaborated","laurel","Laurel","female","English"
"2137","Lauren","Unisex form of English Laurence: of Laurentum","form","Unisex","of Laurentum","Laurence","female","English"
"2138","Lauren","Unisex form of English Laurence: of Laurentum","form","Unisex","of Laurentum","Laurence","male","English"
"2139","Laurena","Variant spelling of English Lorena: of Laurentum","spelling","Variant","of Laurentum","Lorena","female","English"
"2140","Laurence","English form of French Laurent: of Laurentum","form","English","of Laurentum","Laurent","male","French"
"2141","Laurencia","Feminine form of English Laurence: of Laurentum","form","Feminine","of Laurentum","Laurence","female","English"
"2142","Laurene","Variant spelling of English Lauren: of Laurentum","spelling","Variant","of Laurentum","Lauren","female","English"
"2143","Laurie","Unisex pet form of English Lauren and Laurence, both: of Laurentum","pet form","Unisex","of Laurentum","Lauren and Laurence, both","female","English"
"2144","Laurie","Unisex pet form of English Lauren and Laurence, both: of Laurentum","pet form","Unisex","of Laurentum","Lauren and Laurence, both","male","English"
"2145","Laurinda","English elaborated form of Latin Laura: laurel","elaborated form","English","laurel","Laura","female","Latin"
"2146","Laurine","English pet form of Latin Laura: laurel","pet form","English","laurel","Laura","female","Latin"
"2147","Laurissa","English pet form of Latin Laura: laurel","pet form","English","laurel","Laura","female","Latin"
"2148","Lauryn","Variant spelling of English Lauren: of Laurentum","spelling","Variant","of Laurentum","Lauren","female","English"
"2149","Lavern","Variant spelling of English Laverne: spring-like; to be verdant","spelling","Variant","spring-like; to be verdant","Laverne","female","English"
"2150","Lavern","Variant spelling of English Laverne: the alder (tree)","spelling","Variant","the alder (tree)","Laverne","male","English"
"2151","Laverne","English form of Roman Latin Laverna: spring-like; to be verdant","form","English","spring-like; to be verdant","Latin Laverna","female","Roman"
"2152","Lavone","Variant spelling of English Lavonne: yew tree","spelling","Variant","yew tree","Lavonne","female","English"
"2153","Lawrence","Variant spelling of English Laurence: of Laurentum","spelling","Variant","of Laurentum","Laurence","male","English"
"2154","Lawrie","Pet form of English Lawrence: of Laurentum","form","Pet","of Laurentum","Lawrence","male","English"
"2155","Layne","Variant spelling of English Lane: lives by the lane","spelling","Variant","lives by the lane","Lane","male","English"
"2156","Layton","Variant spelling of English unisex Leighton: leek garden","spelling","Variant","leek garden","unisex Leighton","female","English"
"2157","Layton","Variant spelling of English unisex Leighton: leek garden","spelling","Variant","leek garden","unisex Leighton","male","English"
"2158","Laz","Pet form of English Larry: of Laurentum","form","Pet","of Laurentum","Larry","male","English"
"2159","Leah","Variant spelling of Old English Lea: meadow","spelling","Variant","meadow","English Lea","female","Old"
"2160","Leanora","Short form of Latin Eleanora: foreign; the other","form","Short","foreign; the other","Eleanora","female","Latin"
"2161","Leeroy","Variant spelling of English Leroy: the king","spelling","Variant","the king","Leroy","male","English"
"2162","Leesa","Variant spelling of English Lisa: God is my oath","spelling","Variant","God is my oath","Lisa","female","English"
"2163","Lehi","Anglicized form of Hebrew Lechiy: cheek","form","Anglicized","cheek","Lechiy","male","Hebrew"
"2164","Leia","English variant spelling of Hebrew Leah: weary","variant spelling","English","weary","Leah","female","Hebrew"
"2165","Leigh","Variant spelling of English unisex Lee: meadow","spelling","Variant","meadow","unisex Lee","female","English"
"2166","Leigh","Variant spelling of English unisex Lee: meadow","spelling","Variant","meadow","unisex Lee","male","English"
"2167","Lem","Short form of English Lemuel: by God","form","Short","by God","Lemuel","male","English"
"2168","Lemuel","Anglicized form of Hebrew Lemuwel: by God","form","Anglicized","by God","Lemuwel","male","Hebrew"
"2169","Len","Short form of English Leonard: lion-strong","form","Short","lion-strong","Leonard","male","English"
"2170","Lena","Pet form of English Eleanor: foreign; the other","form","Pet","foreign; the other","Eleanor","female","English"
"2171","Lenard","Variant spelling of English Leonard: lion-strong","spelling","Variant","lion-strong","Leonard","male","English"
"2172","Lennard","Variant spelling of English Leonard: lion-strong","spelling","Variant","lion-strong","Leonard","male","English"
"2173","Lennie","Pet form of English Leonard: lion-strong","form","Pet","lion-strong","Leonard","male","English"
"2174","Lenny","Pet form of English Leonard: lion-strong","form","Pet","lion-strong","Leonard","male","English"
"2175","Lenora","Pet form of Latin Eleanora: foreign; the other","form","Pet","foreign; the other","Eleanora","female","Latin"
"2176","Lenore","Variant spelling of Latin Lenora: foreign; the other","spelling","Variant","foreign; the other","Lenora","female","Latin"
"2177","Leo","Short form of English Leonard: lion-strong","form","Short","lion-strong","Leonard","male","English"
"2178","Leola","English feminine form of Latin Leo: lion","feminine form","English","lion","Leo","female","Latin"
"2179","Leolin","English variant form of Welsh Llywelyn: oath of Belenus","variant form","English","oath of Belenus","Llywelyn","male","Welsh"
"2180","Leona","Feminine form of Latin Leo: lion","form","Feminine","lion","Leo","female","Latin"
"2181","Leone","English variant spelling of Latin Leona: lion","variant spelling","English","lion","Leona","female","Latin"
"2182","Leonora","Short form of Italian Eleanora: foreign; the other","form","Short","foreign; the other","Eleanora","female","Italian"
"2183","Leonore","Short form of German Eleonore: foreign; the other","form","Short","foreign; the other","Eleonore","female","German"
"2184","Leroi","English variant spelling of French Leroy: the king","variant spelling","English","the king","Leroy","male","French"
"2185","Les","Short form of English unisex Lesley: garden of hollies","form","Short","garden of hollies","unisex Lesley","female","English"
"2186","Les","Short form of English unisex Lesley: garden of hollies","form","Short","garden of hollies","unisex Lesley","male","English"
"2187","Lesia","Elaborated form of English Lisa: God is my oath","form","Elaborated","God is my oath","Lisa","female","English"
"2188","Lesleigh","Feminine form of English unisex Lesley: garden of hollies","form","Feminine","garden of hollies","unisex Lesley","female","English"
"2189","Lesley","Anglicized form of Scottish unisex Leslie: garden of hollies","form","Anglicized","garden of hollies","unisex Leslie","female","Scottish"
"2190","Lesley","Anglicized form of Scottish unisex Leslie: garden of hollies","form","Anglicized","garden of hollies","unisex Leslie","male","Scottish"
"2191","Lesly","Variant spelling of English unisex Lesley: garden of hollies","spelling","Variant","garden of hollies","unisex Lesley","female","English"
"2192","Lesly","Variant spelling of English unisex Lesley: garden of hollies","spelling","Variant","garden of hollies","unisex Lesley","male","English"
"2193","Lessie","Feminine pet form of Scottish unisex Leslie: garden of hollies","pet form","Feminine","garden of hollies","unisex Leslie","female","Scottish"
"2194","Letha","Short form of English Aletha: truth","form","Short","truth","Aletha","female","English"
"2195","Lettie","Pet form of Middle English Lettice: happiness","form","Pet","happiness","English Lettice","female","Middle"
"2196","Letty","Variant spelling of English Lettie: happiness","spelling","Variant","happiness","Lettie","female","English"
"2197","Lev","English short form of English Levi: adhesion, joined to","short form","English","adhesion, joined to","Levi","male","English"
"2198","Lew","Short form of English Lewis: famous warrior","form","Short","famous warrior","Lewis","male","English"
"2199","Lewella","Variant spelling of English Louella: famous warrior","spelling","Variant","famous warrior","Louella","female","English"
"2200","Lewis","English form of French Louis: famous warrior","form","English","famous warrior","Louis","male","French"
"2201","Lex","Short form of English unisex Alex: defender of mankind","form","Short","defender of mankind","unisex Alex","female","English"
"2202","Lex","Short form of English unisex Alex: defender of mankind","form","Short","defender of mankind","unisex Alex","male","English"
"2203","Lexa","English pet form of Latin Alexandra: defender of mankind","pet form","English","defender of mankind","Alexandra","female","Latin"
"2204","Lexi","Variant spelling of English Lexy: defender of mankind","spelling","Variant","defender of mankind","Lexy","female","English"
"2205","Lexia","English short form of Latin Alexia: defender","short form","English","defender","Alexia","female","Latin"
